排量_m3min,屈服应力_Pa,黏度_mPas,全井有效顶替效率,耗时_s
0.8,24.0,170.0,0.908138,6.8
0.8,24.0,190.0,0.908323,6.8
0.8,24.0,210.0,0.908477,6.8
0.8,24.0,230.0,0.908607,6.9
0.8,24.0,250.0,0.908719,6.8
0.8,24.0,270.0,0.908815,6.9
0.8,24.0,290.0,0.9089,7.0
0.8,24.0,310.0,0.908974,6.8
0.8,24.0,330.0,0.90904,6.9
0.8,24.0,350.0,0.909099,6.9
0.8,25.0,50.0,0.905756,6.8
0.8,25.0,70.0,0.906516,6.8
0.8,25.0,90.0,0.907082,6.8
0.8,25.0,110.0,0.907505,6.9
0.8,25.0,130.0,0.907826,6.8
0.8,25.0,150.0,0.908079,6.9
0.8,25.0,170.0,0.908282,6.8
0.8,25.0,190.0,0.90845,6.7
0.8,25.0,210.0,0.90859,6.9
0.8,25.0,230.0,0.908708,6.7
0.8,25.0,250.0,0.90881,6.8
0.8,25.0,270.0,0.908898,6.7
0.8,25.0,290.0,0.908976,6.8
0.8,25.0,310.0,0.909044,6.8
0.8,25.0,330.0,0.909105,6.8
0.8,25.0,350.0,0.909159,6.8
0.9,5.0,50.0,0.658734,6.6
0.9,5.0,70.0,0.736229,6.6
0.9,5.0,90.0,0.803038,6.7
0.9,5.0,110.0,0.843021,6.6
0.9,5.0,130.0,0.868426,6.7
0.9,5.0,150.0,0.884453,6.6
0.9,5.0,170.0,0.893348,6.7
0.9,5.0,190.0,0.898171,6.8
0.9,5.0,210.0,0.900985,6.7
0.9,5.0,230.0,0.902781,6.6
0.9,5.0,250.0,0.904014,6.6
0.9,5.0,270.0,0.904909,6.7
0.9,5.0,290.0,0.905586,6.8
0.9,5.0,310.0,0.906115,6.5
0.9,5.0,330.0,0.906539,6.6
0.9,5.0,350.0,0.906886,6.6
0.9,6.0,50.0,0.686704,6.7
0.9,6.0,70.0,0.766103,6.7
0.9,6.0,90.0,0.823195,6.6
0.9,6.0,110.0,0.856601,6.7
0.9,6.0,130.0,0.877912,6.6
0.9,6.0,150.0,0.890018,6.7
0.9,6.0,170.0,0.896429,6.8
0.9,6.0,190.0,0.899987,6.6
0.9,6.0,210.0,0.902157,6.6
0.9,6.0,230.0,0.903597,6.8
0.9,6.0,250.0,0.904616,6.8
0.9,6.0,270.0,0.905372,6.7
0.9,6.0,290.0,0.905955,6.7
0.9,6.0,310.0,0.906417,6.6
0.9,6.0,330.0,0.906792,6.7
0.9,6.0,350.0,0.907102,6.7
0.9,7.0,50.0,0.717884,6.8
0.9,7.0,70.0,0.794727,6.6
0.9,7.0,90.0,0.840271,6.6
0.9,7.0,110.0,0.868755,6.7
0.9,7.0,130.0,0.885328,6.7
0.9,7.0,150.0,0.894078,6.7
0.9,7.0,170.0,0.898712,6.6
0.9,7.0,190.0,0.901393,6.6
0.9,7.0,210.0,0.903102,6.6
0.9,7.0,230.0,0.904276,6.7
0.9,7.0,250.0,0.905129,6.8
0.9,7.0,270.0,0.905776,6.6
0.9,7.0,290.0,0.906283,6.6
0.9,7.0,310.0,0.906689,6.6
0.9,7.0,330.0,0.907022,6.8
0.9,7.0,350.0,0.907299,6.6
0.9,8.0,50.0,0.751812,6.7
0.9,8.0,70.0,0.816989,6.6
0.9,8.0,90.0,0.855827,6.7
0.9,8.0,110.0,0.878615,6.8
0.9,8.0,130.0,0.8908,6.6
0.9,8.0,150.0,0.897031,6.7
0.9,8.0,170.0,0.900438,6.6
0.9,8.0,190.0,0.902505,6.9
0.9,8.0,210.0,0.903877,6.9
0.9,8.0,230.0,0.90485,6.7
0.9,8.0,250.0,0.905573,6.6
0.9,8.0,270.0,0.906132,6.6
0.9,8.0,290.0,0.906574,6.7
0.9,8.0,310.0,0.906933,6.8
0.9,8.0,330.0,0.90723,6.6
0.9,8.0,350.0,0.907479,6.6
0.9,9.0,50.0,0.782145,6.7
0.9,9.0,70.0,0.837119,6.6
0.9,9.0,90.0,0.868892,6.9
0.9,9.0,110.0,0.886089,6.6
0.9,9.0,130.0,0.894739,6.6
0.9,9.0,150.0,0.89921,6.7
0.9,9.0,170.0,0.901773,6.6
0.9,9.0,190.0,0.903403,6.8
0.9,9.0,210.0,0.904525,6.6
0.9,9.0,230.0,0.905342,6.6
0.9,9.0,250.0,0.905962,6.6
0.9,9.0,270.0,0.906447,6.7
0.9,9.0,290.0,0.906836,6.7
0.9,9.0,310.0,0.907155,6.5
0.9,9.0,330.0,0.907421,6.7
0.9,9.0,350.0,0.907645,6.5
0.9,10.0,50.0,0.808697,6.6
0.9,10.0,70.0,0.854554,7.0
0.9,10.0,90.0,0.879156,6.6
0.9,10.0,110.0,0.891489,6.6
0.9,10.0,130.0,0.897578,6.8
0.9,10.0,150.0,0.900853,6.7
0.9,10.0,170.0,0.902831,6.7
0.9,10.0,190.0,0.904144,6.6
0.9,10.0,210.0,0.905075,6.6
0.9,10.0,230.0,0.905769,6.6
0.9,10.0,250.0,0.906304,6.6
0.9,10.0,270.0,0.906728,6.7
0.9,10.0,290.0,0.907073,6.6
0.9,10.0,310.0,0.907357,6.6
0.9,10.0,330.0,0.907596,6.6
0.9,10.0,350.0,0.907799,6.7
0.9,11.0,50.0,0.832471,6.8
0.9,11.0,70.0,0.868726,6.6
0.9,11.0,90.0,0.88671,6.9
0.9,11.0,110.0,0.895322,6.6
0.9,11.0,130.0,0.899661,6.7
0.9,11.0,150.0,0.902125,6.7
0.9,11.0,170.0,0.903688,6.8
0.9,11.0,190.0,0.904764,6.6
0.9,11.0,210.0,0.905547,6.6
0.9,11.0,230.0,0.906142,6.7
0.9,11.0,250.0,0.906608,6.7
0.9,11.0,270.0,0.906981,6.6
0.9,11.0,290.0,0.907287,6.6
0.9,11.0,310.0,0.907542,6.6
0.9,11.0,330.0,0.907757,6.7
0.9,11.0,350.0,0.907941,6.8
0.9,12.0,50.0,0.852451,6.7
0.9,12.0,70.0,0.879441,6.7
0.9,12.0,90.0,0.892058,7.0
0.9,12.0,110.0,0.898058,6.8
0.9,12.0,130.0,0.90123,6.9
0.9,12.0,150.0,0.903134,6.6
0.9,12.0,170.0,0.904396,6.6
0.9,12.0,190.0,0.905291,6.6
0.9,12.0,210.0,0.905958,7.0
0.9,12.0,230.0,0.906472,6.6
0.9,12.0,250.0,0.90688,6.6
0.9,12.0,270.0,0.90721,6.6
0.9,12.0,290.0,0.907483,6.6
0.9,12.0,310.0,0.907712,6.9
0.9,12.0,330.0,0.907907,6.6
0.9,12.0,350.0,0.908074,6.6
0.9,13.0,50.0,0.86798,6.6
0.9,13.0,70.0,0.887113,6.7
0.9,13.0,90.0,0.8958,6.9
0.9,13.0,110.0,0.900056,6.6
0.9,13.0,130.0,0.902445,6.8
0.9,13.0,150.0,0.903954,6.6
0.9,13.0,170.0,0.904991,6.7
0.9,13.0,190.0,0.905746,6.8
0.9,13.0,210.0,0.906318,6.6
0.9,13.0,230.0,0.906765,6.6
0.9,13.0,250.0,0.907124,6.7
0.9,13.0,270.0,0.907418,6.6
0.9,13.0,290.0,0.907662,6.8
0.9,13.0,310.0,0.907869,6.6
0.9,13.0,330.0,0.908045,6.6
0.9,13.0,350.0,0.908197,6.7
0.9,14.0,50.0,0.879285,6.6
0.9,14.0,70.0,0.892444,6.7
0.9,14.0,90.0,0.89845,6.7
0.9,14.0,110.0,0.901559,6.6
0.9,14.0,130.0,0.903411,6.6
0.9,14.0,150.0,0.904633,6.7
0.9,14.0,170.0,0.905498,6.9
0.9,14.0,190.0,0.906141,6.6
0.9,14.0,210.0,0.906636,6.6
0.9,14.0,230.0,0.907028,6.6
0.9,14.0,250.0,0.907346,6.7
0.9,14.0,270.0,0.907608,6.8
0.9,14.0,290.0,0.907827,6.7
0.9,14.0,310.0,0.908014,6.6
0.9,14.0,330.0,0.908174,6.6
0.9,14.0,350.0,0.908312,6.8
0.9,15.0,50.0,0.887186,6.7
0.9,15.0,70.0,0.896124,6.7
0.9,15.0,90.0,0.900375,6.6
0.9,15.0,110.0,0.902724,6.6
0.9,15.0,130.0,0.904198,6.7
0.9,15.0,150.0,0.905205,6.7
0.9,15.0,170.0,0.905936,6.7
0.9,15.0,190.0,0.906488,6.6
0.9,15.0,210.0,0.90692,6.8
0.9,15.0,230.0,0.907265,6.7
0.9,15.0,250.0,0.907547,6.7
0.9,15.0,270.0,0.907782,6.6
0.9,15.0,290.0,0.907979,6.6
0.9,15.0,310.0,0.908148,6.6
0.9,15.0,330.0,0.908293,6.9
0.9,15.0,350.0,0.90842,6.6
0.9,16.0,50.0,0.892579,6.6
0.9,16.0,70.0,0.898708,6.6
0.9,16.0,90.0,0.901819,6.6
0.9,16.0,110.0,0.903652,6.5
0.9,16.0,130.0,0.90485,6.4
0.9,16.0,150.0,0.905694,6.4
0.9,16.0,170.0,0.906317,6.4
0.9,16.0,190.0,0.906796,6.4
0.9,16.0,210.0,0.907174,6.6
0.9,16.0,230.0,0.907479,6.4
0.9,16.0,250.0,0.907731,6.5
0.9,16.0,270.0,0.907941,6.5
0.9,16.0,290.0,0.90812,6.6
0.9,16.0,310.0,0.908273,6.5
0.9,16.0,330.0,0.908405,6.5
0.9,16.0,350.0,0.908521,6.4
0.9,17.0,50.0,0.896253,6.5
0.9,17.0,70.0,0.900582,6.4
0.9,17.0,90.0,0.902941,6.4
0.9,17.0,110.0,0.904407,6.5
0.9,17.0,130.0,0.9054,6.4
0.9,17.0,150.0,0.906115,6.4
0.9,17.0,170.0,0.906652,6.4
0.9,17.0,190.0,0.90707,6.5
0.9,17.0,210.0,0.907403,6.4
0.9,17.0,230.0,0.907674,6.4
0.9,17.0,250.0,0.907899,6.5
0.9,17.0,270.0,0.908089,6.4
0.9,17.0,290.0,0.90825,6.4
0.9,17.0,310.0,0.908389,6.5
0.9,17.0,330.0,0.90851,6.5
0.9,17.0,350.0,0.908616,6.4
0.9,18.0,50.0,0.898813,6.4
0.9,18.0,70.0,0.901991,6.4
0.9,18.0,90.0,0.903836,6.5
0.9,18.0,110.0,0.905035,6.5
0.9,18.0,130.0,0.90587,6.4
0.9,18.0,150.0,0.906482,6.4
0.9,18.0,170.0,0.906948,6.4
0.9,18.0,190.0,0.907315,6.5
0.9,18.0,210.0,0.90761,6.4
0.9,18.0,230.0,0.907852,6.3
0.9,18.0,250.0,0.908054,6.4
0.9,18.0,270.0,0.908225,6.3
0.9,18.0,290.0,0.908371,6.5
0.9,18.0,310.0,0.908497,6.4
0.9,18.0,330.0,0.908608,6.3
0.9,18.0,350.0,0.908705,6.4
0.9,19.0,50.0,0.900666,6.5
0.9,19.0,70.0,0.903084,6.6
0.9,19.0,90.0,0.904569,6.6
0.9,19.0,110.0,0.905564,6.4
0.9,19.0,130.0,0.906275,6.4
0.9,19.0,150.0,0.906804,6.5
0.9,19.0,170.0,0.907212,6.6
0.9,19.0,190.0,0.907535,6.4
0.9,19.0,210.0,0.907797,6.4
0.9,19.0,230.0,0.908014,6.4
0.9,19.0,250.0,0.908196,6.4
0.9,19.0,270.0,0.90835,6.5
0.9,19.0,290.0,0.908483,6.4
0.9,19.0,310.0,0.908599,6.4
0.9,19.0,330.0,0.9087,6.3
0.9,19.0,350.0,0.908789,6.4
0.9,20.0,50.0,0.902062,6.5
0.9,20.0,70.0,0.903957,6.5
0.9,20.0,90.0,0.905178,6.5
0.9,20.0,110.0,0.906017,6.4
0.9,20.0,130.0,0.906628,6.5
0.9,20.0,150.0,0.907088,6.4
0.9,20.0,170.0,0.907447,6.5
0.9,20.0,190.0,0.907734,6.4
0.9,20.0,210.0,0.907968,6.5
0.9,20.0,230.0,0.908163,6.4
0.9,20.0,250.0,0.908327,6.5
0.9,20.0,270.0,0.908467,6.8
0.9,20.0,290.0,0.908588,6.4
0.9,20.0,310.0,0.908693,6.4
0.9,20.0,330.0,0.908786,6.5
0.9,20.0,350.0,0.908868,6.8
0.9,21.0,50.0,0.903149,6.5
0.9,21.0,70.0,0.904669,6.4
0.9,21.0,90.0,0.905692,6.4
0.9,21.0,110.0,0.906409,6.4
0.9,21.0,130.0,0.906938,6.5
0.9,21.0,150.0,0.907342,6.8
0.9,21.0,170.0,0.907659,6.6
0.9,21.0,190.0,0.907915,6.7
0.9,21.0,210.0,0.908125,6.8
0.9,21.0,230.0,0.9083,6.8
0.9,21.0,250.0,0.908448,6.9
0.9,21.0,270.0,0.908576,6.5
0.9,21.0,290.0,0.908686,6.4
0.9,21.0,310.0,0.908782,6.4
0.9,21.0,330.0,0.908867,6.5
0.9,21.0,350.0,0.908943,6.5
0.9,22.0,50.0,0.904016,6.4
0.9,22.0,70.0,0.905261,6.4
0.9,22.0,90.0,0.906131,6.6
0.9,22.0,110.0,0.90675,6.5
0.9,22.0,130.0,0.907212,6.6
0.9,22.0,150.0,0.907568,6.4
0.9,22.0,170.0,0.907851,6.4
0.9,22.0,190.0,0.908079,6.5
0.9,22.0,210.0,0.908268,6.5
0.9,22.0,230.0,0.908426,6.6
0.9,22.0,250.0,0.908561,6.4
0.9,22.0,270.0,0.908677,6.3
0.9,22.0,290.0,0.908778,6.5
0.9,22.0,310.0,0.908866,6.6
0.9,22.0,330.0,0.908944,6.5
0.9,22.0,350.0,0.909013,6.4
0.9,23.0,50.0,0.904718,6.4
0.9,23.0,70.0,0.90576,6.4
0.9,23.0,90.0,0.906509,6.5
0.9,23.0,110.0,0.907049,6.6
0.9,23.0,130.0,0.907456,6.5
0.9,23.0,150.0,0.907772,6.4
0.9,23.0,170.0,0.908024,6.4
0.9,23.0,190.0,0.90823,6.4
0.9,23.0,210.0,0.9084,6.4
0.9,23.0,230.0,0.908543,6.5
0.9,23.0,250.0,0.908666,6.5
0.9,23.0,270.0,0.908771,6.4
0.9,23.0,290.0,0.908863,6.4
0.9,23.0,310.0,0.908945,6.5
0.9,23.0,330.0,0.909016,6.5
0.9,23.0,350.0,0.90908,6.7
0.9,24.0,50.0,0.905301,6.4
0.9,24.0,70.0,0.906188,6.4
0.9,24.0,90.0,0.906837,6.4
0.9,24.0,110.0,0.907314,6.5
0.9,24.0,130.0,0.907674,6.4
0.9,24.0,150.0,0.907956,6.6
0.9,24.0,170.0,0.908182,6.4
0.9,24.0,190.0,0.908367,6.5
0.9,24.0,210.0,0.908522,6.5
0.9,24.0,230.0,0.908652,6.4
0.9,24.0,250.0,0.908763,6.4
0.9,24.0,270.0,0.90886,6.5
0.9,24.0,290.0,0.908944,6.5
0.9,24.0,310.0,0.909019,6.6
0.9,24.0,330.0,0.909085,6.4
0.9,24.0,350.0,0.909144,6.4
0.9,25.0,50.0,0.905798,6.4
0.9,25.0,70.0,0.906558,6.4
0.9,25.0,90.0,0.907125,6.5
0.9,25.0,110.0,0.907549,6.5
0.9,25.0,130.0,0.90787,6.4
0.9,25.0,150.0,0.908122,6.4
0.9,25.0,170.0,0.908326,6.4
0.9,25.0,190.0,0.908494,6.5
0.9,25.0,210.0,0.908634,6.4
0.9,25.0,230.0,0.908753,6.4
0.9,25.0,250.0,0.908854,6.4
0.9,25.0,270.0,0.908943,6.4
0.9,25.0,290.0,0.90902,6.6
0.9,25.0,310.0,0.909089,6.4
0.9,25.0,330.0,0.909149,6.4
0.9,25.0,350.0,0.909204,6.5
1.0,5.0,50.0,0.658725,6.3
1.0,5.0,70.0,0.736256,6.4
1.0,5.0,90.0,0.803047,6.3
1.0,5.0,110.0,0.843005,6.3
1.0,5.0,130.0,0.868397,6.3
1.0,5.0,150.0,0.884415,6.4
1.0,5.0,170.0,0.893308,6.4
1.0,5.0,190.0,0.898129,6.4
1.0,5.0,210.0,0.900943,6.4
1.0,5.0,230.0,0.902738,6.3
1.0,5.0,250.0,0.90397,6.3
1.0,5.0,270.0,0.904865,6.3
1.0,5.0,290.0,0.905541,6.4
1.0,5.0,310.0,0.90607,6.3
1.0,5.0,330.0,0.906494,6.3
1.0,5.0,350.0,0.906841,6.3
1.0,6.0,50.0,0.686705,6.4
1.0,6.0,70.0,0.766125,6.3
1.0,6.0,90.0,0.823183,6.5
1.0,6.0,110.0,0.856575,6.3
1.0,6.0,130.0,0.877876,6.3
1.0,6.0,150.0,0.889978,6.3
1.0,6.0,170.0,0.896387,6.4
1.0,6.0,190.0,0.899945,6.3
1.0,6.0,210.0,0.902114,6.4
1.0,6.0,230.0,0.903553,6.3
1.0,6.0,250.0,0.904571,6.4
1.0,6.0,270.0,0.905328,6.4
1.0,6.0,290.0,0.90591,6.4
1.0,6.0,310.0,0.906372,6.4
1.0,6.0,330.0,0.906747,6.3
1.0,6.0,350.0,0.907056,6.3
1.0,7.0,50.0,0.717886,6.5
1.0,7.0,70.0,0.794718,6.4
1.0,7.0,90.0,0.84025,6.3
1.0,7.0,110.0,0.868721,6.3
1.0,7.0,130.0,0.885288,6.3
1.0,7.0,150.0,0.894037,6.5
1.0,7.0,170.0,0.898669,6.5
1.0,7.0,190.0,0.90135,6.3
1.0,7.0,210.0,0.903058,6.3
1.0,7.0,230.0,0.904231,6.3
1.0,7.0,250.0,0.905085,6.4
1.0,7.0,270.0,0.905731,6.4
1.0,7.0,290.0,0.906237,6.3
1.0,7.0,310.0,0.906644,6.3
1.0,7.0,330.0,0.906976,6.3
1.0,7.0,350.0,0.907253,6.4
1.0,8.0,50.0,0.751796,6.5
1.0,8.0,70.0,0.816971,6.3
1.0,8.0,90.0,0.855797,6.4
1.0,8.0,110.0,0.878575,6.3
1.0,8.0,130.0,0.890758,6.3
1.0,8.0,150.0,0.896989,6.3
1.0,8.0,170.0,0.900395,6.3
1.0,8.0,190.0,0.902462,6.4
1.0,8.0,210.0,0.903833,6.3
1.0,8.0,230.0,0.904805,6.5
1.0,8.0,250.0,0.905529,6.4
1.0,8.0,270.0,0.906087,6.3
1.0,8.0,290.0,0.906529,6.3
1.0,8.0,310.0,0.906888,6.4
1.0,8.0,330.0,0.907185,6.3
1.0,8.0,350.0,0.907433,6.4
1.0,9.0,50.0,0.782121,6.4
1.0,9.0,70.0,0.837092,6.3
1.0,9.0,90.0,0.868854,6.4
1.0,9.0,110.0,0.886047,6.3
1.0,9.0,130.0,0.894696,6.3
1.0,9.0,150.0,0.899167,6.4
1.0,9.0,170.0,0.90173,6.3
1.0,9.0,190.0,0.90336,6.4
1.0,9.0,210.0,0.904481,6.3
1.0,9.0,230.0,0.905297,6.3
1.0,9.0,250.0,0.905917,6.5
1.0,9.0,270.0,0.906402,6.4
1.0,9.0,290.0,0.906791,6.3
1.0,9.0,310.0,0.90711,6.4
1.0,9.0,330.0,0.907375,6.3
1.0,9.0,350.0,0.9076,6.5
1.0,10.0,50.0,0.808669,6.3
1.0,10.0,70.0,0.854519,6.3
1.0,10.0,90.0,0.879114,6.3
1.0,10.0,110.0,0.891447,6.3
1.0,10.0,130.0,0.897536,6.4
1.0,10.0,150.0,0.90081,6.3
1.0,10.0,170.0,0.902787,6.3
1.0,10.0,190.0,0.9041,6.3
1.0,10.0,210.0,0.905031,6.3
1.0,10.0,230.0,0.905724,6.4
1.0,10.0,250.0,0.906258,6.4
1.0,10.0,270.0,0.906683,6.3
1.0,10.0,290.0,0.907027,6.4
1.0,10.0,310.0,0.907312,6.4
1.0,10.0,330.0,0.90755,6.3
1.0,10.0,350.0,0.907753,6.4
1.0,11.0,50.0,0.832438,6.3
1.0,11.0,70.0,0.868684,6.3
1.0,11.0,90.0,0.886667,6.3
1.0,11.0,110.0,0.895279,6.4
1.0,11.0,130.0,0.899618,6.4
1.0,11.0,150.0,0.902081,6.3
1.0,11.0,170.0,0.903644,6.4
1.0,11.0,190.0,0.90472,6.4
1.0,11.0,210.0,0.905503,6.4
1.0,11.0,230.0,0.906097,6.6
1.0,11.0,250.0,0.906562,6.4
1.0,11.0,270.0,0.906936,6.3
1.0,11.0,290.0,0.907242,6.3
1.0,11.0,310.0,0.907496,6.3
1.0,11.0,330.0,0.907712,6.4
1.0,11.0,350.0,0.907896,6.3
1.0,12.0,50.0,0.852411,6.3
1.0,12.0,70.0,0.879397,6.3
1.0,12.0,90.0,0.892015,6.3
1.0,12.0,110.0,0.898016,6.3
1.0,12.0,130.0,0.901187,6.4
1.0,12.0,150.0,0.903091,6.3
1.0,12.0,170.0,0.904352,6.4
1.0,12.0,190.0,0.905247,6.3
1.0,12.0,210.0,0.905913,6.4
1.0,12.0,230.0,0.906427,6.3
1.0,12.0,250.0,0.906834,6.3
1.0,12.0,270.0,0.907165,6.3
1.0,12.0,290.0,0.907437,6.3
1.0,12.0,310.0,0.907666,6.4
1.0,12.0,330.0,0.907861,7.0
1.0,12.0,350.0,0.908028,6.7
1.0,13.0,50.0,0.867936,6.8
1.0,13.0,70.0,0.887069,6.7
1.0,13.0,90.0,0.895757,6.4
1.0,13.0,110.0,0.900013,6.5
1.0,13.0,130.0,0.902401,6.4
1.0,13.0,150.0,0.90391,6.3
1.0,13.0,170.0,0.904947,6.4
1.0,13.0,190.0,0.905701,6.3
1.0,13.0,210.0,0.906273,6.6
1.0,13.0,230.0,0.90672,6.4
1.0,13.0,250.0,0.907079,6.3
1.0,13.0,270.0,0.907372,6.3
1.0,13.0,290.0,0.907617,6.3
1.0,13.0,310.0,0.907823,6.5
1.0,13.0,330.0,0.907999,6.3
1.0,13.0,350.0,0.908151,6.3
1.0,14.0,50.0,0.87924,6.3
1.0,14.0,70.0,0.892401,6.3
1.0,14.0,90.0,0.898407,6.4
1.0,14.0,110.0,0.901516,6.4
1.0,14.0,130.0,0.903367,6.3
1.0,14.0,150.0,0.904589,6.4
1.0,14.0,170.0,0.905454,6.3
1.0,14.0,190.0,0.906096,6.5
1.0,14.0,210.0,0.906591,6.4
1.0,14.0,230.0,0.906983,6.3
1.0,14.0,250.0,0.9073,6.3
1.0,14.0,270.0,0.907562,6.4
1.0,14.0,290.0,0.907781,6.3
1.0,14.0,310.0,0.907968,6.4
1.0,14.0,330.0,0.908127,6.3
1.0,14.0,350.0,0.908266,6.3
1.0,15.0,50.0,0.887142,6.3
1.0,15.0,70.0,0.896081,6.4
1.0,15.0,90.0,0.900331,6.4
1.0,15.0,110.0,0.90268,6.3
1.0,15.0,130.0,0.904153,6.3
1.0,15.0,150.0,0.905161,6.4
1.0,15.0,170.0,0.905891,6.3
1.0,15.0,190.0,0.906443,6.4
1.0,15.0,210.0,0.906874,6.4
1.0,15.0,230.0,0.907219,6.3
1.0,15.0,250.0,0.907501,6.4
1.0,15.0,270.0,0.907736,6.3
1.0,15.0,290.0,0.907933,6.5
1.0,15.0,310.0,0.908102,6.4
1.0,15.0,330.0,0.908247,6.4
1.0,15.0,350.0,0.908374,6.3
1.0,16.0,50.0,0.892535,6.4
1.0,16.0,70.0,0.898665,6.4
1.0,16.0,90.0,0.901775,6.4
1.0,16.0,110.0,0.903607,6.4
1.0,16.0,130.0,0.904805,6.4
1.0,16.0,150.0,0.905648,6.3
1.0,16.0,170.0,0.906272,6.4
1.0,16.0,190.0,0.90675,6.3
1.0,16.0,210.0,0.907128,6.2
1.0,16.0,230.0,0.907434,6.3
1.0,16.0,250.0,0.907685,6.3
1.0,16.0,270.0,0.907895,6.4
1.0,16.0,290.0,0.908074,6.4
1.0,16.0,310.0,0.908226,6.3
1.0,16.0,330.0,0.908359,6.3
1.0,16.0,350.0,0.908475,6.3
1.0,17.0,50.0,0.89621,6.4
1.0,17.0,70.0,0.900539,6.5
1.0,17.0,90.0,0.902896,6.3
1.0,17.0,110.0,0.904362,6.3
1.0,17.0,130.0,0.905355,6.6
1.0,17.0,150.0,0.906069,6.5
1.0,17.0,170.0,0.906606,6.7
1.0,17.0,190.0,0.907024,6.5
1.0,17.0,210.0,0.907357,6.4
1.0,17.0,230.0,0.907628,6.3
1.0,17.0,250.0,0.907853,6.3
1.0,17.0,270.0,0.908042,6.4
1.0,17.0,290.0,0.908204,6.4
1.0,17.0,310.0,0.908343,6.4
1.0,17.0,330.0,0.908464,6.4
1.0,17.0,350.0,0.90857,6.5
1.0,18.0,50.0,0.898769,6.4
1.0,18.0,70.0,0.901946,6.4
1.0,18.0,90.0,0.903791,6.4
1.0,18.0,110.0,0.904989,6.4
1.0,18.0,130.0,0.905824,6.4
1.0,18.0,150.0,0.906436,6.4
1.0,18.0,170.0,0.906902,6.4
1.0,18.0,190.0,0.907269,6.4
1.0,18.0,210.0,0.907564,6.3
1.0,18.0,230.0,0.907806,6.4
1.0,18.0,250.0,0.908007,6.4
1.0,18.0,270.0,0.908178,6.5
1.0,18.0,290.0,0.908325,6.3
1.0,18.0,310.0,0.908451,6.3
1.0,18.0,330.0,0.908562,6.3
1.0,18.0,350.0,0.908659,6.4
1.0,19.0,50.0,0.900621,6.4
1.0,19.0,70.0,0.903039,6.5
1.0,19.0,90.0,0.904523,6.4
1.0,19.0,110.0,0.905519,6.4
1.0,19.0,130.0,0.906229,6.3
1.0,19.0,150.0,0.906758,6.4
1.0,19.0,170.0,0.907166,6.4
1.0,19.0,190.0,0.907489,6.4
1.0,19.0,210.0,0.907751,6.3
1.0,19.0,230.0,0.907968,6.4
1.0,19.0,250.0,0.908149,6.4
1.0,19.0,270.0,0.908304,6.3
1.0,19.0,290.0,0.908437,6.3
1.0,19.0,310.0,0.908552,6.4
1.0,19.0,330.0,0.908653,6.3
1.0,19.0,350.0,0.908743,6.4
1.0,20.0,50.0,0.902017,6.5
1.0,20.0,70.0,0.903912,6.3
1.0,20.0,90.0,0.905132,6.3
1.0,20.0,110.0,0.905971,6.3
1.0,20.0,130.0,0.906582,6.5
1.0,20.0,150.0,0.907042,6.3
1.0,20.0,170.0,0.907401,6.3
1.0,20.0,190.0,0.907688,6.3
1.0,20.0,210.0,0.907922,6.4
1.0,20.0,230.0,0.908116,6.4
1.0,20.0,250.0,0.90828,6.5
1.0,20.0,270.0,0.908421,6.3
1.0,20.0,290.0,0.908542,6.3
1.0,20.0,310.0,0.908647,6.3
1.0,20.0,330.0,0.90874,6.5
1.0,20.0,350.0,0.908822,6.4
1.0,21.0,50.0,0.903104,6.3
1.0,21.0,70.0,0.904623,6.3
1.0,21.0,90.0,0.905646,6.3
1.0,21.0,110.0,0.906362,6.3
1.0,21.0,130.0,0.906891,6.4
1.0,21.0,150.0,0.907295,6.4
1.0,21.0,170.0,0.907613,6.4
1.0,21.0,190.0,0.907868,6.4
1.0,21.0,210.0,0.908078,6.5
1.0,21.0,230.0,0.908253,6.5
1.0,21.0,250.0,0.908402,6.3
1.0,21.0,270.0,0.908529,6.3
1.0,21.0,290.0,0.908639,6.3
1.0,21.0,310.0,0.908736,6.3
1.0,21.0,330.0,0.908821,6.5
1.0,21.0,350.0,0.908896,6.4
1.0,22.0,50.0,0.90397,6.3
1.0,22.0,70.0,0.905214,6.3
1.0,22.0,90.0,0.906084,6.4
1.0,22.0,110.0,0.906703,6.5
1.0,22.0,130.0,0.907165,6.4
1.0,22.0,150.0,0.907522,6.3
1.0,22.0,170.0,0.907804,6.3
1.0,22.0,190.0,0.908033,6.3
1.0,22.0,210.0,0.908221,6.3
1.0,22.0,230.0,0.90838,6.5
1.0,22.0,250.0,0.908514,6.3
1.0,22.0,270.0,0.90863,6.3
1.0,22.0,290.0,0.908731,6.3
1.0,22.0,310.0,0.908819,6.5
1.0,22.0,330.0,0.908897,6.5
1.0,22.0,350.0,0.908967,6.4
1.0,23.0,50.0,0.904672,6.3
1.0,23.0,70.0,0.905713,6.3
1.0,23.0,90.0,0.906462,6.3
1.0,23.0,110.0,0.907003,6.4
1.0,23.0,130.0,0.907409,6.4
1.0,23.0,150.0,0.907725,6.4
1.0,23.0,170.0,0.907978,6.3
1.0,23.0,190.0,0.908183,6.3
1.0,23.0,210.0,0.908353,6.5
1.0,23.0,230.0,0.908497,6.3
1.0,23.0,250.0,0.908619,6.3
1.0,23.0,270.0,0.908725,6.3
1.0,23.0,290.0,0.908817,6.4
1.0,23.0,310.0,0.908898,6.4
