sep=,,,,,,,,,,,,,
数据表,分组,字段,值,单位,井深_top_m,井深_bottom_m,depth_md_m,cbl_amplitude_pct,quality_proxy,质量等级_代理,说明,来源文件,OCR置信度
CBL剖面点,目的井段,point_0224,,,,,7730,4.1,0.959,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0225,,,,,7740,4.1,0.959,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,其他测量段,point_0226,,,,,7750,5.6,0.944,胶结良好,测量井段内其他深度,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,其他测量段,point_0227,,,,,7760,5.2,0.948,胶结良好,测量井段内其他深度,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,其他测量段,point_0228,,,,,7770,3.7,0.963,胶结良好,测量井段内其他深度,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,其他测量段,point_0229,,,,,7780,4.1,0.959,胶结良好,测量井段内其他深度,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,其他测量段,point_0230,,,,,7790,5.2,0.948,胶结良好,测量井段内其他深度,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,其他测量段,point_0231,,,,,7800,4.4,0.956,胶结良好,测量井段内其他深度,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,其他测量段,point_0232,,,,,7810,4.1,0.959,胶结良好,测量井段内其他深度,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
OCR完整清单,section_01,ocr_0001,内部资料,,,,5390,,,,x_px=1084; y_px=121,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7074371099472045
OCR完整清单,section_01,ocr_0002,中国石油集团测井有限公司,,,,5390,,,,x_px=236; y_px=127,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.9209337005248437
OCR完整清单,section_01,ocr_0003,CHINANATIONALLOGGINGCORPORATION,,,,5390,,,,x_px=236; y_px=139,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.961043793708086
OCR完整清单,section_01,ocr_0004,呼101井,,,,5390,,,,x_px=616; y_px=168,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.8001284102598826
OCR完整清单,section_01,ocr_0005,固井质量测井评价图,,,,5390,,,,x_px=618; y_px=221,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.8405366182327271
OCR完整清单,section_01,ocr_0006,深度比例：1:200,,,,5390,,,,x_px=616; y_px=262,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.8780407959764654
OCR完整清单,section_01,ocr_0007,用户单位,,,,5390,,,,x_px=134; y_px=283,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7894191980361939
OCR完整清单,section_01,ocr_0008,测井公司,,,,5390,,,,x_px=503; y_px=283,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7462538361549378
OCR完整清单,section_01,ocr_0009,中油测井新疆分公司,,,,5390,,,,x_px=684; y_px=283,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.8673815369606018
OCR完整清单,section_01,ocr_0010,新疆油田分公司,,,,5390,,,,x_px=322; y_px=284,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.8612688705325127
OCR完整清单,section_01,ocr_0011,固井日期,,,,5390,,,,x_px=886; y_px=284,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7873320579528809
OCR完整清单,section_01,ocr_0012,2022/11/12,,,,5390,,,,x_px=1070; y_px=284,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.8452433889562433
OCR完整清单,section_01,ocr_0013,地区,,,,5390,,,,x_px=133; y_px=309,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5678590536117554
OCR完整清单,section_01,ocr_0014,测井装备,,,,5390,,,,x_px=503; y_px=308,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7178041219711304
OCR完整清单,section_01,ocr_0015,CPLog,,,,5390,,,,x_px=684; y_px=309,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.8318805893262228
OCR完整清单,section_01,ocr_0016,测井日期,,,,5390,,,,x_px=886; y_px=308,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.785727059841156
OCR完整清单,section_01,ocr_0017,呼图壁气田呼探1井区,,,,5390,,,,x_px=322; y_px=308,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.8713335990905762
OCR完整清单,section_01,ocr_0018,2022/12/15,,,,5390,,,,x_px=1070; y_px=307,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.8643492460250854
OCR完整清单,section_01,ocr_0019,井别,,,,5390,,,,x_px=134; y_px=333,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6462310353914896
OCR完整清单,section_01,ocr_0020,预探井,,,,5390,,,,x_px=324; y_px=333,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7216255813837051
OCR完整清单,section_01,ocr_0021,解释软件,,,,5390,,,,x_px=504; y_px=333,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7961782336235046
OCR完整清单,section_01,ocr_0022,LEAD,,,,5390,,,,x_px=684; y_px=332,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7702383875846863
OCR完整清单,section_01,ocr_0023,解释日期,,,,5390,,,,x_px=886; y_px=333,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.769295871257782
OCR完整清单,section_01,ocr_0024,2022/12/16,,,,5390,,,,x_px=1070; y_px=333,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.8999023220755837
OCR完整清单,section_01,ocr_0025,测量井段,,,,5390,,,,x_px=136; y_px=358,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6767512023448944
OCR完整清单,section_01,ocr_0026,测井项目,,,,5390,,,,x_px=502; y_px=358,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7899824619293213
OCR完整清单,section_01,ocr_0027,固井单位,,,,5390,,,,x_px=886; y_px=358,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7625784516334534
OCR完整清单,section_01,ocr_0028,5390.000-7810.000m,,,,5390,,,,x_px=325; y_px=357,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.838783954319201
OCR完整清单,section_01,ocr_0029,"声幅变密度,校深（GR/CCL）",,,,5390,,,,x_px=680; y_px=356,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.8686189370996812
OCR完整清单,section_01,ocr_0030,西部钻探,,,,5390,,,,x_px=1070; y_px=358,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7880529046058655
OCR完整清单,section_01,ocr_0031,水泥,,,,5390,,,,x_px=457; y_px=390,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6632072726885477
OCR完整清单,section_01,ocr_0032,完钻井深,,,,5390,,,,x_px=135; y_px=384,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7825035929679871
OCR完整清单,section_01,ocr_0033,预计,,,,5390,,,,x_px=522; y_px=384,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6656068762143453
OCR完整清单,section_01,ocr_0034,5402.850m,,,,5390,,,,x_px=683; y_px=383,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7549250900745392
OCR完整清单,section_01,ocr_0035,固井类别,,,,5390,,,,x_px=885; y_px=384,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7700992822647095
OCR完整清单,section_01,ocr_0036,7868.000m,,,,5390,,,,x_px=322; y_px=384,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.8754932224750519
OCR完整清单,section_01,ocr_0037,套管固井,,,,5390,,,,x_px=1070; y_px=384,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7871185898780823
OCR完整清单,section_01,ocr_0038,人工井底,,,,5390,,,,x_px=135; y_px=410,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7692246079444885
OCR完整清单,section_01,ocr_0039,7809.400m,,,,5390,,,,x_px=320; y_px=410,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.8706949830055237
OCR完整清单,section_01,ocr_0040,实测,,,,5390,,,,x_px=521; y_px=411,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6656792362531027
OCR完整清单,section_01,ocr_0041,固井方式,,,,5390,,,,x_px=886; y_px=411,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7905738353729248
OCR完整清单,section_01,ocr_0042,5402.850m,,,,5390,,,,x_px=684; y_px=411,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.8946333527565002
OCR完整清单,section_01,ocr_0043,单级固井,,,,5390,,,,x_px=1070; y_px=411,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7774718642234802
OCR完整清单,section_01,ocr_0044,钻头程序,,,,5390,,,,x_px=135; y_px=436,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7952324628829956
OCR完整清单,section_01,ocr_0045,悬挂器位置,,,,5390,,,,x_px=503; y_px=436,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.8231454988320669
OCR完整清单,section_01,ocr_0046,215.900mm*7868.000m,,,,5390,,,,x_px=323; y_px=435,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.8987389653921127
OCR完整清单,section_01,ocr_0047,井液性质,,,,5390,,,,x_px=886; y_px=436,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7611565113067627
OCR完整清单,section_01,ocr_0048,5402.850-5407.460m,,,,5390,,,,x_px=684; y_px=436,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7916368653899745
OCR完整清单,section_01,ocr_0049,泥浆（1.960g/cm）,,,,5390,,,,x_px=1060; y_px=436,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.8587513523442405
OCR完整清单,section_01,ocr_0050,套管程序,,,,5390,,,,x_px=84; y_px=485,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7909952640533447
OCR完整清单,section_01,ocr_0051,表层套管,,,,5390,,,,x_px=153; y_px=460,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7730067014694214
OCR完整清单,section_01,ocr_0052,分级箍位置,,,,5390,,,,x_px=503; y_px=460,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.8308370014031728
OCR完整清单,section_01,ocr_0053,钻井单位,,,,5390,,,,x_px=886; y_px=460,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7827700138092041
OCR完整清单,section_01,ocr_0054,609.6001mn*486.750m,,,,5390,,,,x_px=324; y_px=460,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.8293454855680465
OCR完整清单,section_01,ocr_0055,西部钻探,,,,5390,,,,x_px=1070; y_px=460,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7845399141311645
OCR完整清单,section_01,ocr_0056,技术套管,,,,5390,,,,x_px=154; y_px=486,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7992859005928039
OCR完整清单,section_01,ocr_0057,473050mm*304920cm,,,,5390,,,,x_px=322; y_px=477,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.8620355849464735
OCR完整清单,section_01,ocr_0058,7432.910-7434.260m,,,,5390,,,,x_px=685; y_px=485,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.9331330594263578
OCR完整清单,section_01,ocr_0059,365130mm*3935.850m,,,,5390,,,,x_px=322; y_px=485,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.8720724457188657
OCR完整清单,section_01,ocr_0060,6153.000-7741.0001m,,,,5390,,,,x_px=1068; y_px=485,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.837939304113388
OCR完整清单,section_01,ocr_0061,短套管下深,,,,5390,,,,x_px=504; y_px=497,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7603772381941477
OCR完整清单,section_01,ocr_0062,273.05on*5699 800m,,,,5390,,,,x_px=322; y_px=495,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7492090369525709
OCR完整清单,section_01,ocr_0063,目的井段,,,,5390,,,,x_px=888; y_px=497,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6742096662521362
OCR完整清单,section_01,ocr_0064,生产套管,,,,5390,,,,x_px=152; y_px=509,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7991514325141906
OCR完整清单,section_01,ocr_0065,168.300mm*6796.130m,,,,5390,,,,x_px=324; y_px=505,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.900786405801773
OCR完整清单,section_01,ocr_0066,7638.050-7639.400m,,,,5390,,,,x_px=684; y_px=510,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.8693707867672569
OCR完整清单,section_01,ocr_0067,139.700mm*7868.000m,,,,5390,,,,x_px=323; y_px=516,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.9199045717716217
OCR完整清单,section_01,ocr_0068,水泥密度,,,,5390,,,,x_px=457; y_px=552,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7937519907951355
OCR完整清单,section_01,ocr_0069,2.100g/cm2,,,,5390,,,,x_px=522; y_px=536,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7856312556700273
OCR完整清单,section_01,ocr_0070,固井质量,,,,5390,,,,x_px=886; y_px=536,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7025824666023255
OCR完整清单,section_01,ocr_0071,X:4888395.000,,,,5390,,,,x_px=322; y_px=537,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.9062645520482745
OCR完整清单,section_01,ocr_0072,169.880t,,,,5390,,,,x_px=600; y_px=537,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.8242367969618903
OCR完整清单,section_01,ocr_0073,5402.850-7868.000m,,,,5390,,,,x_px=718; y_px=537,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.8749775761052182
OCR完整清单,section_01,ocr_0074,不合格,,,,5390,,,,x_px=1068; y_px=537,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7485745847225189
OCR完整清单,section_01,ocr_0075,并位坐标,,,,5390,,,,x_px=135; y_px=551,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7090317606925964
OCR完整清单,section_01,ocr_0076,Y:15477727.000,,,,5390,,,,x_px=321; y_px=565,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.9270371357599895
OCR完整清单,section_01,ocr_0077,目的井段固井质量,,,,5390,,,,x_px=886; y_px=565,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7774241301748488
OCR完整清单,section_01,ocr_0078,不合格,,,,5390,,,,x_px=1069; y_px=566,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7472500801086426
OCR完整清单,section_01,ocr_0079,电测井深：7810.00m。5390.00-5699.80m为双层套管二界面不作评价。违反七条红线规定：测,,,,5390,,,,x_px=680; y_px=601,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.9272891040201541
OCR完整清单,section_01,ocr_0080,技术说明,,,,5390,,,,x_px=132; y_px=611,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7993223190307617
OCR完整清单,section_01,ocr_0081,量井段内水泥胶结质量合格率为62.77%，未达到应封固井段的70.00%,,,,5390,,,,x_px=566; y_px=619,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.8934574159415992
OCR完整清单,section_01,ocr_0082,作业队号,,,,5390,,,,x_px=134; y_px=654,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.771246337890625
OCR完整清单,section_01,ocr_0083,操作员,,,,5390,,,,x_px=502; y_px=654,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5841594040393829
OCR完整清单,section_01,ocr_0084,李永涛,,,,5390,,,,x_px=682; y_px=654,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.748739555478096
OCR完整清单,section_01,ocr_0085,队长,,,,5390,,,,x_px=886; y_px=655,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6663021246592203
OCR完整清单,section_01,ocr_0086,C4490,,,,5390,,,,x_px=327; y_px=654,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.8267505566279093
OCR完整清单,section_01,ocr_0087,田仕勇,,,,5390,,,,x_px=1068; y_px=654,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7419338077306747
OCR完整清单,section_01,ocr_0088,解释,,,,5390,,,,x_px=135; y_px=680,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6664896011352539
OCR完整清单,section_01,ocr_0089,李宣达,,,,5390,,,,x_px=328; y_px=679,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7285464853048325
OCR完整清单,section_01,ocr_0090,审核员,,,,5390,,,,x_px=504; y_px=680,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7488423883914948
OCR完整清单,section_01,ocr_0091,校对人,,,,5390,,,,x_px=884; y_px=680,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7468509376049042
OCR完整清单,section_01,ocr_0092,同古力克,,,,5390,,,,x_px=686; y_px=680,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.747082531452179
OCR完整清单,section_01,ocr_0093,迟彦华,,,,5390,,,,x_px=1068; y_px=679,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7479839026927948
OCR完整清单,section_01,ocr_0094,胶结中等,,,,5390,,,,x_px=480; y_px=741,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7991297721862793
OCR完整清单,section_01,ocr_0095,胶结差,,,,5390,,,,x_px=624; y_px=741,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7482393980026245
OCR完整清单,section_01,ocr_0096,胶结良好,,,,5390,,,,x_px=332; y_px=742,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.796320104598999
OCR完整清单,section_01,ocr_0097,空套管,,,,5390,,,,x_px=764; y_px=740,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6757106930017471
OCR完整清单,section_01,ocr_0098,解释结论,,,,5390,,,,x_px=369; y_px=844,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7454171299934387
OCR完整清单,section_01,ocr_0099,深度,,,,5390,,,,x_px=87; y_px=836,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6635237137476603
OCR完整清单,section_01,ocr_0100,100,,,,5390,,,,x_px=834; y_px=824,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7473907321691513
OCR完整清单,section_01,ocr_0101,二界面,,,,5390,,,,x_px=1144; y_px=843,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6141716688871384
OCR完整清单,section_01,ocr_0102,声幅,,,,5390,,,,x_px=738; y_px=846,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6288900375366211
OCR完整清单,section_01,ocr_0103,声波时差,,,,5390,,,,x_px=222; y_px=850,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7632382988929749
OCR完整清单,section_01,ocr_0104,磁定位,,,,5390,,,,x_px=516; y_px=850,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7438427805900574
OCR完整清单,section_01,ocr_0105,(m),,,,5390,,,,x_px=88; y_px=859,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7371615767478943
OCR完整清单,section_01,ocr_0106,变密度,,,,5390,,,,x_px=960; y_px=858,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7496734112501144
OCR完整清单,section_01,ocr_0107,(%),,,,5390,,,,x_px=738; y_px=862,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7372528463602066
OCR完整清单,section_01,ocr_0108,100,,,,5390,,,,x_px=834; y_px=862,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.747508779168129
OCR完整清单,section_01,ocr_0109,(mV),,,,5390,,,,x_px=516; y_px=866,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7189660191535949
OCR完整清单,section_01,ocr_0110,400,,,,5390,,,,x_px=126; y_px=865,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.73702472448349
OCR完整清单,section_01,ocr_0111,(us/m),,,,5390,,,,x_px=220; y_px=866,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.8201525381633213
OCR完整清单,section_01,ocr_0112,100,,,,5390,,,,x_px=315; y_px=866,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.740961879491806
OCR完整清单,section_01,ocr_0113,500,,,,5390,,,,x_px=430; y_px=866,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6056091487407684
OCR完整清单,section_01,ocr_0114,500,,,,5390,,,,x_px=612; y_px=866,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7486696243286133
OCR完整清单,section_01,ocr_0115,并径,,,,5390,,,,x_px=221; y_px=882,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.510875403881073
OCR完整清单,section_01,ocr_0116,自然伽玛（生产）,,,,5390,,,,x_px=512; y_px=882,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7878990636931525
OCR完整清单,section_01,ocr_0117,50,,,,5390,,,,x_px=319; y_px=896,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5656134486198425
OCR完整清单,section_01,ocr_0118,(APD),,,,5390,,,,x_px=516; y_px=896,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6544889261325201
OCR完整清单,section_01,ocr_0119,(em),,,,5390,,,,x_px=222; y_px=897,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6379948854446411
OCR完整清单,section_01,ocr_0120,150,,,,5390,,,,x_px=614; y_px=896,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6981048434972763
OCR完整清单,section_01,ocr_0121,10,,,,5390,,,,x_px=120; y_px=897,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5807896653811137
OCR完整清单,section_01,ocr_0122,100,,,,5390,,,,x_px=834; y_px=896,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.697787880897522
OCR完整清单,section_01,ocr_0123,2050,,,,5390,,,,x_px=1045; y_px=896,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7866421937942505
OCR完整清单,section_01,ocr_0124,5390,,,,5390,,,,x_px=88; y_px=917,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6068475365638732
OCR完整清单,section_01,ocr_0125,5400,,,,5390,,,,x_px=88; y_px=1051,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7996838331222534
OCR完整清单,section_01,ocr_0126,...,,,,5390,,,,x_px=1052; y_px=1139,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6045614928007126
OCR完整清单,section_01,ocr_0127,5410,,,,5390,,,,x_px=88; y_px=1199,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7140749573707581
OCR完整清单,section_01,ocr_0128,5420,,,,6120,,,,x_px=88; y_px=1346,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7762710571289062
OCR完整清单,section_01,ocr_0129,5430,,,,6857,,,,x_px=88; y_px=1493,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7094659328460693
OCR完整清单,section_01,ocr_0130,5440,,,,7598,,,,x_px=88; y_px=1642,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7296136140823364
OCR完整清单,section_01,ocr_0131,5450,,,,7810,,,,x_px=88; y_px=1789,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7993639588356019
OCR完整清单,section_01,ocr_0132,5460,,,,7810,,,,x_px=88; y_px=1937,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7736271262168884
OCR完整清单,section_01,ocr_0133,5470,,,,7810,,,,x_px=88; y_px=2085,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7419343948364258
OCR完整清单,section_01,ocr_0134,5480,,,,7810,,,,x_px=88; y_px=2231,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7824220180511474
OCR完整清单,section_01,ocr_0135,5490,,,,7810,,,,x_px=88; y_px=2379,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7970428228378296
